@hcapriles,460564855401877504,Henrique Capriles Randonski,"Gobernador del estado Miranda. Ex candidato presidencial. Obtuvo 6,59 millones de votos (44,31%) en 2012 contra Hugo Chávez y 7,36 millones en 2013 (49,12%) contra Nicolás Maduro. Fue alcalde del municipo Baruta y diputado. En 1999 fue vicepresidente del Congreso y presidente de la Cámara de Diputados. Miranda State Governor. Former presidential candidate. Obtained 6,59 millions votes (44.31%) in 2012 elections against Hugo Chavez and 7.36 millions (49,12%)  in 2013 against Nicolas Maduro. In 1999 was Vicepresident of Venezuela's Congress and president of the Chamber of Deputies.",01_Henrique-Capriles-Randonski.png
@leopoldolopez,459074031971336192,Leopoldo López,Ex alcalde del municipio caraqueño de Chacao. Estuvo inhabilitado por la justicia venezolana a desempeñar cualquier cargo público hasta 2014. Precandidato presidencial en 2013. Former mayor of capital district of Chacao. He was political inhabilitated until 2014. Presidential primary candidate in 2013.,02_Leopoldo-López.png
@MariaCorinaYA,460565278745587712,María Corina Machado,Diputada de la Asamblea Nacional de Venezuela por el estado Miranda. Precandidata presidencial en 2013. Member of the National Assembly of Venezuela (Congresswoman) for Miranda State. Presidential primary candidate in 2013.,03_María-Corina-Machado.png
@alcaldeledezma,460565600733896705,Antonio Ledezma,"Alcalde Mayor del Distrito Metropolitano de Caracas. Fue alcalde del municipio Libertador de Caracas, gobernador del antiguo Distrito Federal, diputado y senador. Metropolitan Mayor of Caracas. Former Libertador Municipality Mayor, Governor of Distrito Federal, Congressman and Senator",04_Antonio-Ledezma.png
@aveledounidad,460565827696078849,Ramón Guillermo Aveledo,Secretario de la Mesa de Unidad Democrática. Fue presidente de la Cámara de Diputados (1996-1998). Secretary of Mesa de Unidad Democrática. Former president of the Venezuelan Chamber of Deputies.,05_Ramón-Guillermo-Aveledo.png
@HenriFalconLara,460566108534108160,Henri Falcón,Gobernador del estado Lara. Fue alcalde del municipio Iribarren de la ciudad de Barquisimeto. Apoyó a Chávez hasta febrero de 2010. Lara State Governor. Former Mayor of Iribarren Municipality (Barquisimeto City). He was one of Chavez supporters until february 2010.,06_Henri-Falcon.png
@JuanRequesens,460566298888376321,Juan Requesens,Presidente de la Federación de Centros Universitarios de la Universidad Central de Venezuela (UCV). Concejal de Baruta. President of University Centers of Venezuela Central University. Municipal Councillor for Baruta,07_Juan-Requesens.png
